12:48:17;9322248.0;
12:48:18;9322248.0;
12:48:18;9322237.0;
12:48:19;9322232.0;
12:48:20;9322235.0;
12:48:21;9322238.0;
12:48:21;9322238.0;
12:48:22;9322232.0;
12:48:23;9322230.0;
12:48:24;9322227.0;
12:48:25;9322227.0;
12:48:26;9322227.0;
12:48:26;9322223.0;
12:48:27;9322222.0;
12:48:28;9322220.0;
12:48:29;9322220.0;
12:48:30;9322220.0;
12:48:30;9322218.0;
12:48:31;9322217.0;
12:48:32;9322218.0;
12:48:33;9322220.0;
12:48:34;9322220.0;
12:48:34;9322218.0;
12:48:35;9322215.0;
12:48:36;9322215.0;
12:48:37;9322215.0;
12:48:38;9322215.0;
12:48:39;9322213.0;
12:48:39;9322213.0;
12:48:40;9322213.0;
12:48:41;9322210.0;
12:48:42;9322210.0;
12:48:43;9322200.0;
12:48:43;9322198.0;
12:48:44;9322195.0;
12:48:45;9322193.0;
12:48:46;9322193.0;
12:48:47;9322192.0;
12:48:47;9322190.0;
12:48:48;9322188.0;
12:48:49;9322190.0;
12:48:50;9322190.0;
12:48:51;9322182.0;
12:48:52;9322187.0;
12:48:52;9322185.0;
12:48:53;9322178.0;
12:48:54;9322178.0;
12:48:55;9322173.0;
12:48:56;9322183.0;
12:48:56;9322198.0;
12:48:57;9322208.0;
12:48:58;9322208.0;
12:48:59;9322213.0;
12:49:00;9322220.0;
12:49:00;9322215.0;
12:49:01;9322203.0;
12:49:02;9322203.0;
12:49:03;9322197.0;
12:49:04;9322203.0;
12:49:04;9322210.0;
12:49:05;9322212.0;
12:49:06;9322212.0;
12:49:07;9322217.0;
12:49:08;9322220.0;
12:49:08;9322215.0;
12:49:09;9322208.0;
12:49:10;9322208.0;
12:49:11;9322213.0;
12:49:12;9322217.0;
12:49:13;9322218.0;
12:49:13;9322217.0;
12:49:14;9322217.0;
12:49:15;9322213.0;
12:49:16;9322210.0;
12:49:17;9322208.0;
12:49:17;9322208.0;
12:49:18;9322208.0;
12:49:19;9322210.0;
12:49:20;9322208.0;
12:49:21;9322210.0;
12:49:21;9322198.0;
12:49:22;9322198.0;
12:49:23;9322195.0;
12:49:24;9322190.0;
12:49:25;9322187.0;
12:49:25;9322188.0;
12:49:26;9322188.0;
12:49:27;9322193.0;
12:49:28;9322193.0;
12:49:29;9322188.0;
12:49:29;9322193.0;
12:49:30;9322193.0;
12:49:31;9322195.0;
12:49:32;9322198.0;
12:49:33;9322197.0;
12:49:33;9322197.0;
12:49:34;9322197.0;
12:49:35;9322197.0;
12:49:36;9322197.0;
12:49:37;9322197.0;
12:49:38;9322197.0;
12:49:38;9322197.0;
12:49:39;9322197.0;
12:49:40;9322197.0;
12:49:41;9322197.0;
12:49:42;9322198.0;
12:49:42;9322198.0;
12:49:43;9322198.0;
12:49:44;9322198.0;
12:49:45;9322198.0;
12:49:46;9322183.0;
12:49:46;9322183.0;
12:49:47;9322182.0;
12:49:48;9322183.0;
12:49:49;9322172.0;
12:49:50;9322172.0;
12:49:50;9322172.0;
12:49:51;9322170.0;
12:49:52;9322175.0;
12:49:53;9322175.0;
12:49:54;9322173.0;
12:49:54;9322173.0;
12:49:55;9322185.0;
12:49:56;9322188.0;
12:49:57;9322188.0;
12:49:58;9322178.0;
12:49:58;9322178.0;
12:49:59;9322175.0;
12:50:00;9322173.0;
12:50:01;9322183.0;
12:50:02;9322183.0;
12:50:03;9322183.0;
12:50:03;9322170.0;
12:50:04;9322162.0;
12:50:05;9322173.0;
12:50:06;9322198.0;
12:50:07;9322198.0;
12:50:08;9322207.0;
12:50:08;9322203.0;
12:50:09;9322208.0;
12:50:10;9322210.0;
